reviewId,userName,review,score,clean_text,word_count,char_count
300f5803-38de-4de4-bcac-c97094968f50,ŜዙίVᎯḾ,🫡🫡🫡,1,,0,0
a33ef833-421d-4ed8-9ea5-6c97dbb34ccc,Raushan Kumar,Good app 👍👍👍👍,5,good app,2,8
8b187a09-46e4-4dbe-aac0-404c7ead1a9a,deepak dudhrejiya,good,5,good,1,4
4181f247-2212-4521-b3f0-dc01ee14d470,Alfa Alfa,super,5,super,1,5
4a74479e-13e0-450b-b932-c1eaa0fe155c,sri harsha,Hi IRCTC Team i am not able to add money in the app looks like this a bug it says maximum deposit as 0.00,3,hi irctc team able add money app look like bug say maximum deposit,13,66
1926594e-3680-42c5-888a-d40a385d34a8,dinesh gound,nice for booking of train,5,nice booking train,3,18
8f934df3-7902-4f04-95ac-35eda1901399,Sanjeeviraj Manivannan,"Mutta payale, mutta thanama app panirka",1,mutta payale mutta thanama app panirka,6,38
ac74bede-dfd8-4514-95f7-d21a2ac44873,Jignesh Parikh,After cancelled my train ticket Didn't receive Amount Pls carefull before cancel train ticket booked from other app no customer care eating our hard earn money,1,cancelled train ticket didnt receive amount pls carefull cancel train ticket booked app customer care eating hard earn money,19,124
5dee6c52-38dc-4c8a-bba1-4ce058c2df9f,Mahmood Memon,very slow app,1,slow app,2,8
45840b5b-50a7-45a9-bad7-eb174310fd05,Viresh Pathak,"I was laughing when I watched confirmtkt app ad on IRCTC app. why this app show so much app. it creates problem while booking tatkal ticket. bcoz your net speed consumes in these ads and you can't proceed fast and return empty hand. if app want to show app then it should try to remove ad windows while booking tatkal tickets.I wll add the Ratio of failed transactions, today 2 of my transaction failed after successful payment. with last experience I know money will credited back but what for now.",2,laughing watched confirmtkt app ad irctc app app show much app creates problem booking tatkal ticket bcoz net speed consumes ad cant proceed fast return empty hand app want show app try remove ad window booking tatkal ticketsi wll add ratio failed transaction today transaction failed successful payment last experience know money credited back,54,344
2c20e6b2-2f19-4a44-89c7-4e680b34f6d6,Shah Alam,very good,5,good,1,4
86436d35-1cb9-490c-bd43-d3cc70efdf62,BETSY VARGHESE,"This is a serious complaint regarding repeated negligence of passenger birth preferences during ticket booking. While booking tickets, we clearly selected the option “Do not book if preferred berth not available” and mentioned Lower Berth Preference, as the passengers include a mother with a newborn baby and her elderly mother. However, despite these clear instructions, the system allotted upper berths, which is completely unacceptable and unsafe for such passengers. This is not the first time",1,serious complaint regarding repeated negligence passenger birth preference ticket booking booking ticket clearly selected option book preferred berth available mentioned lower berth preference passenger include mother newborn baby elderly mother however despite clear instruction system allotted upper berth completely unacceptable unsafe passenger first time,44,359
c996f8eb-3d73-42d0-a1fa-45aaf87e1653,MISHRA TN,excelent!!,5,excelent,1,8
32b4894c-321b-40e8-8be1-4a6ea6881a4b,Sweta,worst app.... service zero... nautanki infinity,1,worst app service zero nautanki infinity,6,40
8e51778f-f8c2-4da3-8a58-59eaed3f79f0,Aman Kushwaha,best app,4,best app,2,8
30c7b148-4b38-4b99-8ea3-ab9984df08e3,Kittu Jatav,really very good experience with this app. meri saari booking bohot easily and proper price per ho jati hai....,5,really good experience app meri saari booking bohot easily proper price per ho jati hai,15,87
7f7c6ae6-8681-4d4f-ada1-959a4ea92b19,rajan gohil,"totally idiotic app and don't know who did the coding. they suspended my ID which was linked to my aadhar card. cannot unsuspend it so I Made new ID but can't use same aadhar and they won't unlink my aadhar from my old id, so will never be able to book a tatkal ticket.",1,totally idiotic app dont know coding suspended id linked aadhar card cannot unsuspend made new id cant use aadhar wont unlink aadhar old id never able book tatkal ticket,29,169
3047af9a-6a13-4b07-9d69-60f67d728726,Shan Patel,until now it helps to make a plan very smooth and comfortable,4,help make plan smooth comfortable,5,33
829e54f3-f93c-4003-9168-b7d18ac7b953,Samudra Gupta,Not user friendly. Need more update and work on ui.,1,user friendly need update work ui,6,33
603feb12-d918-46a4-933b-f4a7139d0e28,Mercy Paul,worst app ever for booking tickets..I lost 2000 twice .It got paid bot my ticket did t get booked..and no response from the service side too.,1,worst app ever booking ticketsi lost twice got paid bot ticket get bookedand response service side,16,98
99b4bc66-1647-4821-8bf8-d86e05195ece,RIJWAN KHAN,Good,5,good,1,4
767a446f-192f-4814-9fc3-f91b2566d1c2,Arun Matho,good,5,good,1,4
9028beb7-ada5-4a25-9836-5d5654522e54,Sejal Verma,osm hai,5,osm hai,2,7
13c75647-7a90-4baa-808d-aa5655b60ddd,Sarvan Views,tatkal ticket was SCAM,1,tatkal ticket scam,3,18
0262b5ba-aecc-493a-80cb-dcfa938ef771,Swaraj Kumbar,i have this app since 6 months it has not given me login since that worst experience they should upgrade,1,app since month given login since worst experience upgrade,9,58
fb6e8170-9609-4d08-b607-a5c6a03b2ef6,Sheeya Anand,good service ok,5,good service ok,3,15
f16862d4-6cfa-4e15-9160-c81a43ee20a9,milind kolambikar,Great experience,5,great experience,2,16
b195ed21-0a55-4e63-bd53-b396bb64c3a0,rahul kshirsagar,I want to give one star only. Despite my repeated reminders I haven't got my refund. It's long time pending since 3 weeks.,5,want give one star despite repeated reminder havent got refund long time pending since week,15,91
7423dac2-7188-4ab1-b3c2-68c5a639dfcb,Haresh jani,I want to give in negative star but there is no option. Every 5 to 7 days app wants an update. Why 60 rupees deducted from WL refund....Even the seat is not confirmed.,1,want give negative star option every day app want update rupee deducted wl refundeven seat confirmed,16,100
c33a57aa-3bee-4ab5-b423-4bac267ad5b9,Nisha Kapole,very bad,1,bad,1,3
39f0c00c-1c42-4463-a473-1ed80243baaf,Jeetupal Pal,buffering problem,1,buffering problem,2,17
8df88da5-3996-4def-9ea0-ed0ad9fa6573,pundlik jadhav,good application,5,good application,2,16
755e1ade-2446-4137-bcf8-0c36d4da8ef7,Prakash Kumar,good,5,good,1,4
d66c0710-50db-411d-bcde-7212b2ef5d8f,Ravikant Jha,day by day it's getting pathetic,1,day day getting pathetic,4,24
9fd780d0-3c67-4788-81f4-ab112cea0678,Ayush Sankhala,"Not working I am trying to login it asked me to reset my password, now none of my passwords are working I am following all the rules still it is not letting me login, even used the password suggested my google password manager still not letting me set my password, the ui/ux person has done a terrible job, looks like they are not following any testing or qa checks",1,working trying login asked reset password none password working following rule still letting login even used password suggested google password manager still letting set password uiux person done terrible job look like following testing qa check,36,245
0d706ee2-cbb1-4b62-9a53-3d445d9697e3,Ankit Gandhi,"minimize karte hi password fir se dalna parta hai,bahut hi bekar application hai,bina minimize kiye otp kaise dalu gmail ka.... ghatiya govt approved application hai ye",1,minimize karte hi password fir se dalna parta haibahut hi bekar application haibina minimize kiye otp kaise dalu gmail ka ghatiya govt approved application hai ye,26,162
91132246-29c2-4296-9052-0551e6c00a4f,Vivekanand,Very Bad application. Failed to book tatqual ticket it takes too much time itself in Loading and after doing payment it only shows processing and failed.,1,bad application failed book tatqual ticket take much time loading payment show processing failed,14,96
7081d51d-e6c5-4707-b37f-f28514ed9d44,Swaminathan Pillai,I have already linked my aadhar card but while booking ticket still shows aadhar card needs to be mandatory pop and not able to book tatkal ticket.This is very frustrating.Also even tried to verify again in my account - Authenticate User -after entering OTP then it shows user is already authenticated. Please suggest what needs to be done .Contacted help and support but they simply close the equery ticket by providing process to link aadhar card which is of no use..,1,already linked aadhar card booking ticket still show aadhar card need mandatory pop able book tatkal ticketthis frustratingalso even tried verify account authenticate user entering otp show user already authenticated please suggest need done contacted help support simply close equery ticket providing process link aadhar card use,47,330
ed56e538-8f13-40dc-b9f1-ea240ad18fb1,Prince pal,okay,5,okay,1,4
15a527f2-fa23-40cc-89ed-b9aaa8855822,SUMAN GOSWAMI,"Useless app. Unable to register trying to register from last 2days, but app showing unable to perform this transaction. Most 3rd class aap.",1,useless app unable register trying register last day app showing unable perform transaction rd class aap,16,104
9ca8aacb-57db-4962-a9c8-3ff0f51b5956,Tapas Das,very good,5,good,1,4
f35941cb-fbae-43c0-bcf9-eef1cd9ef4fa,PRASAD WATH,one of the worst and hopeless app,1,one worst hopeless app,4,22
61e9b98e-7bc2-429f-8fab-6587ad8ec807,Raksha Kurmi,whenever we are going to book the tatkal ticket showing 100+ but after. payment deducted showing no pnr generate and amount will refund. it's any deal with rail to deduct amount without book ticket.,2,whenever going book tatkal ticket showing payment deducted showing pnr generate amount refund deal rail deduct amount without book ticket,20,137
3092fc8c-21e8-4dd5-9c70-b5693e4a14a5,Anupam Banerjee,can't set a new password. every time it's showing the same error of sequential numbers while the password I've set is perfect.,1,cant set new password every time showing error sequential number password ive set perfect,14,89
49b293ad-187a-4fd3-88c0-de5cf563372b,praveen patle,Awesome,5,awesome,1,7
d190c9ae-c2bf-41de-90cb-de71c62e81ce,vijay vala,"It was going well in the beginning and in between CRIS app came, due to which payment is deducted first and we get it after 3 or 4 days, do all the sales use it in GDP or in stock market",1,going well beginning cris app came due payment deducted first get day sale use gdp stock market,17,95
d5eb5db6-6149-4f91-81a6-11a1afbdf334,Heerendra Chary,this is too much bad 😤👹👺. zero Star,1,much bad zero star,4,18
51544dcf-4982-4da8-a467-2c4220c67ade,sach s,worst app.,1,worst app,2,9
e395c051-a3c6-4116-9a2e-9ba36b479d4a,uday Kumar,there is a no function of withdrawal from wallet your precious money is stuck if you don't buy ticket. today I am unable to confirm my tatkal ticket because of error and my money is stuck in wallet,1,function withdrawal wallet precious money stuck dont buy ticket today unable confirm tatkal ticket error money stuck wallet,18,123
b7e1ee3d-2c24-47fe-82a8-8277a3c45152,Sumit Singh,worst app experience 😭,1,worst app experience,3,20
da83b9eb-0280-4fb3-8507-67f378f412b1,Rabi Kumar Singh,B-2 compartment is very dirty and bad in condition not having charging point of side upper passenger facing very difficulty to charge our electronic items.Please look into this matter and do needful.,1,b compartment dirty bad condition charging point side upper passenger facing difficulty charge electronic itemsplease look matter needful,18,137
c6006fd2-5239-41df-98b4-7446228a4213,Sumit SG,worst App same like govt employees who don't want to work at all. very pathetic.,1,worst app like govt employee dont want work pathetic,9,52
ce0da68c-b587-468c-b0f3-2c59bb181b9d,Kuntidevi Kuntidevi,best,5,best,1,4
de029214-babd-4902-b796-64fdeeb8d01f,Rakesh Prasad,poor needs improvement,1,poor need improvement,3,21
20b92d74-9156-458e-839d-a099c07d87a6,mudreka bohra,"IRCTC app is getting worse day by day, now common man cannot even book tickets. Tickets are full three months in advance, And then even Tatkal tickets are not booked, it go into waiting list within 1 minute. This has become a means solely for agents to line their pockets.",1,irctc app getting worse day day common man cannot even book ticket ticket full three month advance even tatkal ticket booked go waiting list within minute become mean solely agent line pocket,32,191
8fa0d4cd-e047-4209-8494-2f1a43688d88,Mohd Ali,worst application that any customer could use. What is the use of this app getting crashed when we cannot book a Tatkal ticket? It simply gets crashed. Why cannot this be fixed.,1,worst application customer could use use app getting crashed cannot book tatkal ticket simply get crashed cannot fixed,18,118
ca2c2ba8-786f-4844-ba73-464ff738d0cd,one ALK,IRCTC ke andar tatkal ticket morning ke samay dikhata hai lekin jab Ham book karne jaate Hain to 10 se 15 second mein ticket full Ho jaati Hai aur hamare ticket book hone ke bad bhi waiting list dikhati Hai aur Paisa bhi return nahin milta hai bahut bar Aisa hua hai kya IRCTC Ne hamare paise return kiye nahin Hai,1,irctc ke andar tatkal ticket morning ke samay dikhata hai lekin jab ham book karne jaate hain se second mein ticket full ho jaati hai aur hamare ticket book hone ke bad bhi waiting list dikhati hai aur paisa bhi return nahin milta hai bahut bar aisa hua hai kya irctc ne hamare paisa return kiye nahin hai,58,305
88da5179-9844-47f2-a252-b8e01625594f,rohit kumar,client ko shal kar deta hai,1,client ko shal kar deta hai,6,27
1967ddd9-e88f-4d3a-9ef5-f4ca37addfd3,Shrishail Nandi,ekdum waste application.....it work when it needed specially during the time of tatkal,1,ekdum waste applicationit work needed specially time tatkal,8,59
3eeb006e-29f6-45b6-840c-358822fb716f,Aaditya Arya,"Unable to process request, इससे ज्यादा घटिया App मैंने जिंदगी में नहीं देखा",1,unable process request app,4,26
c61fa843-fde4-454e-a97c-097a6da2345d,Rupesh Gaikwad,at exact 10 am app showing error then after 1min all ticket sold out shittty app ever,1,exact app showing error min ticket sold shittty app ever,10,56
129a0877-9554-4c4b-864a-9921c7e6cfd5,Theja Yadhav Inugunta,when I'm trying to book tickets it's not working,2,im trying book ticket working,5,29
13a90e6b-073b-4353-a44c-4c5f00f33750,Sandeep Yadav,i don't add wallet money only UPI best option one year try please no money add only fraud irctc,1,dont add wallet money upi best option one year try please money add fraud irctc,15,79
21616932-cfd7-48d0-9a3e-345ae66e9b4b,Aman kumar,The worst and most disgusting app,1,worst disgusting app,3,20
77a85a92-26fc-4e41-9a8a-9084e9f0d517,raj kumar,Bad experience,1,bad experience,2,14
76b339e1-826f-4128-8591-9c4ee03a4f49,Deepu M,I love this app.,5,love app,2,8
fd3d6a66-91db-4d8c-92f0-c7d3c5b1913f,Jeniferstella,Had smooth experience while booking. it was quick and easy. Thank you irctc for this wonderful experience,5,smooth experience booking quick easy thank irctc wonderful experience,9,69
55c9f229-3f17-47d1-bb9c-36d5caaf1ca3,WARNING STATUS CREATOIN,very worst app. every time error and bugs,1,worst app every time error bug,6,30
11ef4037-e3a6-4ef5-8fb2-2d3a27013874,Ayush Biswas,most meaningless app worst experience,1,meaningless app worst experience,4,32
f1541e38-113e-4d5f-a3dc-3f39c98e906b,Ashu Yadav,very useful,5,useful,1,6
fe827c1f-66cd-44f2-888b-ac682978f391,cs m,Good app. Can book and view destination train easily. But Thatkal booking its geting delayed by loading...,4,good app book view destination train easily thatkal booking geting delayed loading,12,82
a5dc1d7e-0a1a-4893-87be-b9ee0ceb0ab7,Akshay Jain,ticket booking is a major hustle not able to book tatkal ticket aap taking time to open when it opens all tickets are gone....please solve the issue,1,ticket booking major hustle able book tatkal ticket aap taking time open open ticket goneplease solve issue,17,107
52427a05-98dd-4ec1-be4f-f51dce293a12,Kundan Kumar,bad app,1,bad app,2,7
45e1c65c-64a8-4675-a904-3762f1c2746c,Tabassum Shaikh,this app does not work,1,app work,2,8
c2a56051-4c55-4615-9587-d6dbc04c2d83,Pranshu Trivedi (Prince),worst app ever,1,worst app ever,3,14
30aad35a-e5a1-4f54-a7c4-f6114db7919c,Rupesh Kumar,heights of corruption even after linking adhar card. within 2 min connection issue then ticket not available.,1,height corruption even linking adhar card within min connection issue ticket available,12,86
496c37ec-a119-425d-b927-0569b0d46045,Ankit Kumar,Good App,4,good app,2,8
42c9ad0f-1806-455a-a487-9f9bab9cb453,Jatinder Singh,Third grade interface. Difficult to login.,1,third grade interface difficult login,5,37
337854dc-9eee-4138-9924-b0e469804be4,Faruqsalman shaikh,very good,5,good,1,4
8e486050-2af7-4c47-826c-4a6a69d98af5,Baleshwar Tirkey,best aap irctc,5,best aap irctc,3,14
29ac7c8e-e26a-4010-9651-5c3a0c67f9fa,Raj Ni,you push advertisement as notification that distract me।,1,push advertisement notification distract,4,40
706ecca3-ba70-4209-ac90-3506f5aea5c6,Chaitanya Bhosale,best use for booking,5,best use booking,3,16
a8027995-3c69-4965-94e2-5bd8bb0c8293,Satyajit Das,settings so bad system 😞,1,setting bad system,3,18
abe70211-4192-44d4-8a4e-84c8082d9f75,Ranjeet Kumar,irctc good and fast work,5,irctc good fast work,4,20
52bf5181-1107-4e5c-a286-e48f6d042742,JYOTHISH SUDHAKARAN,"This is the most useless app, never can login. Always will show error. As per my experience this is the worst app I have ever seen my life.",1,useless app never login always show error per experience worst app ever seen life,14,81
75f5a76b-4a62-49e2-9141-747a1af1a58e,Md Raja,my account is disabled without any reason why this misbehave with me,1,account disabled without reason misbehave,5,41
e5edd849-06b1-460f-a516-8afe5eed1bba,Nandu Maury,super,5,super,1,5
a2125892-2b0a-4076-9ef1-898c06970d6b,Deepak Kumar,useless app,1,useless app,2,11
0f2af74c-2a76-4392-9a0f-62ce94830dc6,suanupam aditya,good service,5,good service,2,12
ee911112-4d71-4f89-8012-39a23b2cc5ad,ASHUTOSH GUPTA,when ever we need to book tatkal ticket it will not work on that time,1,ever need book tatkal ticket work time,7,38
0910d410-992d-49f5-b6aa-6597198d9c1c,Awadhesh Kumar,login issu,1,login issu,2,10
23eeb337-2032-4e77-889f-bb639182028e,Vikash Kumar Saw,ewallet is not working. Minimum amount: 100.0 maximum amount: 0.00 . So money can't be added because maximum amount can be added only Rs 0.00,1,ewallet working minimum amount maximum amount money cant added maximum amount added r,13,85
941a688b-6192-46a4-b337-0a6f5689d8f8,qamar Jahan,👍👍👍,5,,0,0
71dc7ca1-3652-4613-9612-aaba38b86bf2,Ritik Vishwakarma,this app is nice work 👍,4,app nice work,3,13
6a58995b-fdcf-43dd-99cc-a0c85347312e,Mayur Gudale,"trying to upgrade but it's failing , and app won't open as the current version is not supported , poor !",1,trying upgrade failing app wont open current version supported poor,10,67
0d18fbb8-0034-441f-9d40-e3e76a5479d3,Shaid Hyder,Good,5,good,1,4
a42862c8-5401-4d4e-9bd6-cb03a3081a39,mohamed yusuf7474,"My IRCTC app was couldn't open since few months, I have tried via equiry, customer support and email also but no response, please resolve this issue asap.",1,irctc app couldnt open since month tried via equiry customer support email also response please resolve issue asap,18,114
b9d9544c-302d-4248-8a95-57a9cfa99475,Abbishek Mishra,best,5,best,1,4
99fc5ace-de39-42aa-905d-e733e07354ea,wasi rehman,good,5,good,1,4
1cdf9d60-ca50-4ba2-844c-ea83c71edc1b,Qamar Abbas,help Full,5,help full,2,9
9ffd7753-1b76-44b7-9d62-2fb2a456f564,Ramarao Muppavarapu,very customer centric,5,customer centric,2,16
0971d868-22d9-47cc-b469-9cc92eeadd6a,Tamal Dey,Good 👍,5,good,1,4
5c603997-bcc4-4ab8-8102-c6316c1ccfe9,PANKAJ SHAH,Great system,5,great system,2,12
36afefaa-239d-4c7a-a6f3-f2699e3f2232,Abhiram V,Very poor help support,1,poor help support,3,17
1581923a-0db6-4a63-b61a-3802c8e6389b,Rameshwar,good,5,good,1,4
367e1441-22b4-420e-a9cc-1cec973a5383,raj prasad,useful app,5,useful app,2,10
67611eac-ac76-42d3-ab05-d53da0eeb8c9,Sk. bedardi,chalu nahi ho raha hai sir,5,chalu nahi ho raha hai sir,6,26
20130164-8eb2-4600-a23a-42418e9cf43e,manish yadav,good app for ticket booking,5,good app ticket booking,4,23
0807d344-51ef-497f-ab89-583cfd44bbf0,Sanjay Gadhavi,Sabse Bekar app playstore me yahi hai....Koi kam thik se nahi hota fil hal to AUTHENTICATE USER bhi update nahi ho raha isme bekar bekar ...isme star ⭐ retting agar mines- me hota to -5 deta me,1,sabse bekar app playstore yahi haikoi kam thik se nahi hota fil hal authenticate user bhi update nahi ho raha isme bekar bekar isme star retting agar mine hota deta,30,164
624ef61b-8482-43a9-bb1e-1ef9c42729b7,Akhil Chouhan,good,5,good,1,4
b1dbef8a-c9fc-4204-a33d-1844623f621a,Rk Raj,india is the Best app,5,india best app,3,14
338cb190-e45e-4f7f-a27e-529e9fc7d36d,pushkar shukla,worst app you never and ever can book tatkal tickets from this app also you can never book 2 month before tickets from this app. always facing problems to book the tickets,1,worst app never ever book tatkal ticket app also never book month ticket app always facing problem book ticket,19,110
45df44a2-ba5a-422b-b96b-418d11fcd727,Satyendar Ojha,nice,4,nice,1,4
ebebe66a-fa10-4ea8-996f-fbf69402afe8,K.G.N. Dance Club Bhojpuri,super,5,super,1,5
780d9b16-5437-4a8e-96c4-e2a33c502d9c,B B Tejappa,very poor in opening and takes lot of time to get connected,1,poor opening take lot time get connected,7,40
bbcdcfa1-4baf-46df-8d3f-88ae9585ebba,MR SK,"Always have worst experience while booking tatkal to refund... Customer support is worst they just cut the call when not able to solve problem..Other apps are better ixigo,ConfirmTkt,etc are amazing apps any issue will be solved in seconds this is what everyone wants....",1,always worst experience booking tatkal refund customer support worst cut call able solve problemother apps better ixigoconfirmtktetc amazing apps issue solved second everyone want,24,179
028d1911-de75-4cec-81e4-25413f2c707d,IRBAJ Khan,Good app,5,good app,2,8
8f32fd4e-d4aa-4b9c-98f2-824fb656452a,Anamika Raj,worst aap I have not received my refund for long time,1,worst aap received refund long time,6,35
4cebfcf3-fa8f-49e4-8e58-d7ba0845e722,Aman Shukla,Better,5,better,1,6
44bb4957-1270-4a94-83ff-3c2dd25f94ea,Anshul Kumar,very good 👍,5,good,1,4
1eca950d-347d-4471-9340-19b00a106a09,Santosh Ray,good,5,good,1,4
eb4152bf-4b2f-47de-91a2-359bc6b31791,"Truth, the fact",excellent,5,excellent,1,9
473f8884-fb0e-4964-9ee7-8b6c079a1402,Bikramjeet sIngh,"aap don't open, if open its to slow will. show 100 seats available but suddenly while entering names show waiting list",1,aap dont open open slow show seat available suddenly entering name show waiting list,14,84
17dd604c-82af-4d91-b7c0-c40221932902,Arvind Kumar,one of the worst app,1,one worst app,3,13
a40e8e8c-d0aa-4b67-b3a8-38b97813c528,SANIA SAINDRI,👍,4,,0,0
abb0a065-e8c4-4902-a5d8-0ecaf653f41a,Rajan Pandit,food preferences not yet uploaded. In Vandebharat train other preferences No food is selected it is not applicable. also one person needs food. That choice is also not available. update system immediately.,1,food preference yet uploaded vandebharat train preference food selected applicable also one person need food choice also available update system immediately,21,156
8de0bd1d-b5e2-426c-bc32-4b4ef87c872a,Virendra Singh,After opening it ask for password change. during password change it sent OTP to Email. To check OTP I change screen from IRCTC to mail application but when I come back to IRCTC app that OTP window not available.,1,opening ask password change password change sent otp email check otp change screen irctc mail application come back irctc app otp window available,23,146
f956dbf4-d868-4552-9abe-fb2f2ef1adc7,Gauri Shankar,takal ticket book nahi ho pata hai website bahut slow ho jati hai,3,takal ticket book nahi ho pata hai website bahut slow ho jati hai,13,65
a71f0c04-7bbb-48b4-88c2-c5db8419f9ee,Rishikesh Desale,use less app not working properly,1,use less app working properly,5,29
a25f3914-384e-4193-adb3-f905f2af6c3d,Rajesh Kumar Singh,super,5,super,1,5
8a4e3551-e224-45d3-b20a-0406989f8261,Rajnish Kumar,very good and nice to you,5,good nice,2,9
1e524ff9-4c94-4877-b886-89492df4a36c,Moreshwar 123,good app,5,good app,2,8
d74c8fb3-7b19-4cdb-8f22-18a4e9dc2b88,Shrini Bala,"Very very worst app. Always server problem while booking thatkal. No flexibility in forgot password, changing email or phone number or creating new irctc account with same phone number.",1,worst app always server problem booking thatkal flexibility forgot password changing email phone number creating new irctc account phone number,20,143
ba3ee75c-0121-4ab6-b66c-f538d04b166c,Shivam Kushwaha,network issue all time,1,network issue time,3,18
dd89b4d2-3da4-4927-9776-8edf4dd9756d,Mohammed Eliash,good,5,good,1,4
9b1552c7-6f15-4049-a047-f8e349bb3d37,Manoj Oraon,enjoy the booking irctc rail connect app,5,enjoy booking irctc rail connect app,6,36
d8657a8f-629e-4bf8-99d8-f7e3952280c9,Mohhamad Hashim,good,5,good,1,4
816d8891-2f16-4553-a03b-6eca03b784a3,Deepak Singh,very useful,5,useful,1,6
4d4643f8-4882-4fde-9cb2-29ae87a170d2,Fasal Muhammed K,Time wasting app. I have tried to reset my account many times. But could not,1,time wasting app tried reset account many time could,9,52
308eee8a-e6ca-40f5-af93-4ac034dd58d8,Prasad Nagre,Very useful app..💫✨,5,useful app,2,10
f446b25d-be9d-415d-827d-9c9bd71ceaf2,A. K. Official Love,"Booking not allowed gleech Whenever I try to book a ticket, it says booking not allowed and I am getting a client IP error. There is the same problem both on the app and in the browser, that is why I am not able to book my ticket for the last few days. And if it takes some time, the premium quota rate becomes very high. Whereas at the same time of booking, the client logs out by giving the IP.",1,booking allowed gleech whenever try book ticket say booking allowed getting client ip error problem app browser able book ticket last day take time premium quota rate becomes high whereas time booking client log giving ip,36,221
9390bc4d-45eb-486c-b2df-ecef672a9e3c,Mounish Maddipati,such a bad experience while using the app,1,bad experience using app,4,24
18871200-9218-4f12-9ea2-51a468374512,somenath roy,very good app.,5,good app,2,8
9546014f-7487-44d6-a5f0-3704e91a6900,dilipkumar Makvana,good 👋,5,good,1,4
d6acf72c-d7b2-4801-84b0-100ad3d70d99,VIVEK TIRANKAR,good,3,good,1,4
08bfb323-6cc7-4075-823b-f4fe409a836b,Tapan Behera,good time pass 🙏🌾🇮🇳🏘️❤️👥🐓🌾🙏,5,good time pas,3,13
8c8bfc7d-3b24-4575-ba92-f3ddc89fdc75,Nabita kumari,good 👍,5,good,1,4
d35e2bef-e158-4d2e-a1f1-97a8cfd68ad7,arghya,kindly delete your app ...it's rubbish,1,kindly delete app rubbish,4,25
eb065b56-d72d-4ed1-9188-6e96c9cc578b,manjunath andani,worst app,1,worst app,2,9
e791369a-8635-4f2f-b287-5b235de7273c,Suraj Mk,"with this app user experience is very bad and this app provides login, adhere verify, booking,and 99% features and functions are not working. why are you not fixing all app problems. i show new launched third party train app are working more better then this app,if provides more features but what's the value if not working any basic features or functions ,i love irctc but irctc app is worst, i give three star but this app not deserve this rating also i hope soon you improve this app functions.",3,app user experience bad app provides login adhere verify bookingand feature function working fixing app problem show new launched third party train app working better appif provides feature whats value working basic feature function love irctc irctc app worst give three star app deserve rating also hope soon improve app function,51,330
9b3fb8b8-e6a4-42e7-be76-225fe536d290,Ashish Dinkar,it's a good app but have a issue .. we can't select the seats and the given seats by irctc automatically break the whole group and it makes the travel worst .. only sometime it gives seats in same berth and always it gives seats on another berth which is totally uncomfortable,1,good app issue cant select seat given seat irctc automatically break whole group make travel worst sometime give seat berth always give seat another berth totally uncomfortable,27,176
3426dad7-8d8b-4717-924d-f2976a0998f6,Kamlesh Choudhary,this app is not usefull don't download this app anyone my aadhar verification not working and I call costumer care he well tell me that I don't no about this issue and cut the call it's a fake app please don't download this app,1,app usefull dont download app anyone aadhar verification working call costumer care well tell dont issue cut call fake app please dont download app,24,147
d9594d23-60fa-4c1f-8559-ba53139dff23,Umesh1955 Kamath,"Very very worst tried several time contineous 2 days after updation on 6.11.25 even waiting for 6 minutes could not login, previously before updation on during September 2025 it is very good. Why so Bad after updation?Please work on it.",1,worst tried several time contineous day updation even waiting minute could login previously updation september good bad updationplease work,19,139
13767f22-10bd-4447-a8ea-33779d1162bd,shubham kanojia,worst experience,1,worst experience,2,16
b38bbb43-b274-43d8-b7c7-26d248ec1a5f,Vishal Talreja,"Payment gateway experience during Tatkal timings is so pathetic. They would deduct the money, but never block our tickets. Although refund is obtained digitally without hassle, no travel is made because of this pathetic payment experience. It's annoying, and the ads are annoying too.",1,payment gateway experience tatkal timing pathetic would deduct money never block ticket although refund obtained digitally without hassle travel made pathetic payment experience annoying ad annoying,26,198
2c398265-9fd1-44a1-b59a-10554fbb15f5,wasim ahmed chaudhry,third grade app,1,third grade app,3,15
1cf3b8f0-b877-4ffc-ac5a-daef7d85d17c,Alak Singh,good 👍 excellent,4,good excellent,2,14
89a6f76a-a89a-4e79-a8d7-66ada4e97f33,Ammu Suresh,"This has become the worst app. Recently, I booked a ticket and the money was deducted, but when I was about to travel, I checked and it showed that the ticket was not booked. Also, many times the app doesn’t even log in, and whenever I try to authenticate Aadhaar, it always shows an error.",1,become worst app recently booked ticket money deducted travel checked showed ticket booked also many time app doesnt even log whenever try authenticate aadhaar always show error,27,177
1598132e-b8e5-4fe6-80b8-90069a614dc2,Nawaz Patel,good,4,good,1,4
afe07129-ec0c-455e-9973-52ffce3fb45c,Kalpesh Dave,My money debited but tatkal ticket not Booked,1,money debited tatkal ticket booked,5,34
447f1b56-030a-4b3f-a015-694076cf18f1,Shivam Singh,good👍,4,good,1,4
c7d31568-b249-407e-a164-eeafd9731183,vikram kumar,This app helpful tickets booking and very nice app,3,app helpful ticket booking nice app,6,35
f39248dd-8e81-4035-bd01-a4c86a5c6fde,Deepak Shah,good work,5,good work,2,9
